Fri Jun 21 05:31:14 2024, 5569, Compositor, munmap, 262144
Fri Jun 21 05:31:16 2024, 11588, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11588, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11588, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11588, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 8192
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 71631
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 2264656
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 1658880
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 360448
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 24576
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 52816
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 12288
Fri Jun 21 05:31:16 2024, 11590, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11590, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11590, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 8192
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 71631
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 2264656
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 1658880
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 360448
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 24576
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 52816
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 12288
Fri Jun 21 05:31:16 2024, 11592, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11592, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11592, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 8192
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 71631
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 2264656
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 1658880
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 360448
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 24576
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 52816
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 12288
Fri Jun 21 05:31:16 2024, 11594, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11594, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11594, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 8192
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 71631
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 2264656
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 1658880
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 360448
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 24576
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 52816
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 12288
Fri Jun 21 05:31:16 2024, 11596, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11596, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11596, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 8192
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 71631
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 2264656
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 1658880
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 360448
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 24576
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 52816
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 12288
Fri Jun 21 05:31:16 2024, 11598, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11598, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11598, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 8192
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 71631
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 2264656
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 1658880
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 360448
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 24576
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 52816
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 12288
Fri Jun 21 05:31:16 2024, 11600, cat, munmap, 71631
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 8391520
Fri Jun 21 05:31:16 2024, 11600, cat, mmap2, 139264
Fri Jun 21 05:31:16 2024, 11600, cat, munmap, 139264
Fri Jun 21 05:31:16 2024, 5527, Chrome_ChildIOT, mmap2, 2097152
Fri Jun 21 05:31:16 2024, 5527, Chrome_ChildIOT, mmap2, 2097152
Fri Jun 21 05:31:16 2024, 5527, Chrome_ChildIOT, munmap, 2097152
Fri Jun 21 05:31:16 2024, 5484, Chrome_IOThread, mmap2, 2097152
Fri Jun 21 05:31:16 2024, 5527, Chrome_ChildIOT, munmap, 2097152
Fri Jun 21 05:31:16 2024, 5484, code, munmap, 2097152
Fri Jun 21 05:31:17 2024, 11563, systemd-udevd, munmap, 11616022
Fri Jun 21 05:31:17 2024, 11563, systemd-udevd, munmap, 974296
Fri Jun 21 05:31:17 2024, 11563, systemd-udevd, munmap, 1496258
Fri Jun 21 05:31:17 2024, 11563, systemd-udevd, munmap, 821658
Fri Jun 21 05:31:17 2024, 11563, systemd-udevd, munmap, 26385
Fri Jun 21 05:31:17 2024, 11563, systemd-udevd, munmap, 12907
